name,stars,review,cooking_type,address,usd_avg,state,rating,numrev,goog_price,cuisine,bstars,cstars,pc,zip
BLT Steak,0.0,"The best steakhouse in New York City is hotly contested among many contenders, but this handsome retreat sets itself apart with genuine hospitality, great management, and Sunday nights filled with hungry families and friends. This spot nails crowd-pleasing dishes like addictively hot popovers the size of softballs served to every table, which are extra delicious when slathered with butter and sea salt. Steaks are good, but sides truly excel, from inch-thick and perfectly crunchy onion rings to umami-rich and salty roasted mushrooms. Even crispy potato skins get the special treatment here-first baked, then deep-fried, and finally topped with bacon, cheese, sour cream, and chives. It may be a precursor to a heart attack, but it's worth every bite.",Steakhouse,"106 E. 57th St., New York 10022",112.5,NY,4.4,118,4,99,0,0,112.5,10022
Lavagna,0.0,"The little menu at this neighborhood fixture proves that quality trumps size. Lavagna's kitchen is snug but still manages to make ample use of a wood-burning oven to bake everything from delicate pizette to whole roasted fish. Pastas are always a treat, while other tasty options can include pan-fried smoked scamorza paired with a roasted red pepper crostini, juicy rack of lamb, or a slice of spot-on crostata filled with seasonal fruit and dressed with caramel sauce. Framed mirrors, a pressed-tin ceiling, and candlelight produce a mood that is almost as warm as the genuinely gracious service, which ensures that regulars receive the royal treatment. That said, everyone who steps through these doors feels welcome and well taken care of.",Italian,"545 E. 5th St., New York 10009",37.0,NY,4.4,70,2,54,0,0,37.0,10009
Momofuku Noodle Bar,0.0,"This elder member of David Chang's culinary empire is hipper and hotter than ever. A honey-toned temple of updated comfort food, decked with blonde wood counters and a sparkling open kitchen, the service here may be brisk. But rest assured, as the menu is gutsy and molded with Asian street food in mind. Those steamed buns have amassed a gargantuan following thanks to decadent fillings like moist pork loin kissed with Hollandaise and chives. Additionally, that bowl of springy noodles doused in a spicy ginger-scallion sauce is just one instance of the crew's signature work. Korean fried chicken with seasonal greens is fit for a king; while more modest items, including desserts like candy apple truffle, are beautifully crafted and rightfully elevated to global fame.",Asian,"171 First Ave., New York 10003",37.0,NY,4.1,779,2,4,0,0,37.0,10003
Felidia,0.0,"Cookbook author, television series host, and restaurateur Lidia Bastianich has been behind this flagship restaurant and greeting customers since 1981. Service could use a little finesse and some of Bastianich's charm, but the elegant décor inspires dressing up for dinner and the exceptional wine list offers a vast collection of Italian choices. Signature paste sparkle here, such as cacio e pere ravioli stuffed with delicate pear and bathed in black pepper and pecorino. Massive portions of scallops, squid, a split langoustine, and lobster star in the grigliata drizzled with lemon vinaigrette. Rely on Lidia to deliver a cannoli that lives up to its true potential-envision narrow tubes filled with lemony ricotta cream spilling into the center of the plate.",Italian,"243 E. 58th St., New York 10022",112.5,NY,4.1,120,4,54,0,0,112.5,10022
Jubilee,0.0,"Settled into sleek Sutton Place, Jubilee is New York City's very own version of Cheers. Affluent families are in full force here, while friends gather on weeknights to mingle over wine and fine French-Belgian cuisine. The European-inflected nautical décor screams quaint coastal elegance with perpetually packed tables and a bar where everybody knows your name. A silky, saffron-scented fish soup, accompanied by grated Gruyère, a few croûtes, and pot of rouille is deliciously classic and incredibly sumptuous. But before filling up, be sure to sample the sole meuniere-a delicate fish seared perfectly and served with sautéed spinach leaves. If that doesn't sound like the best way to end a long day, their popular crème brûlée offers the ultimate fix.",French,"948 First Ave., New York 10022",37.0,NY,4.0,28,3,44,0,0,37.0,10022
La Grenouille,0.0,"La Grenouille is a bastion of old-world glamor and manners with an exorbitant budget for floral arrangements. Although this storied enclave still attracts a devoted following, there's always room for local newbies and blinged-out tourists. Everyone looks good in this lavish space, where red velvet banquettes, polished wood veneer, and softly lit tables bathe the room in rose and apricot hues. Classic and classy, this French cuisine deserves high praise. Delicate ravioli is stuffed with chopped lobster hinting of tarragon and dressed with creamy, tart beurre blanc; an exquisitely tender-seared beef filet arrives with pommes Darphin and a lick of perfect sauce au poivre; and for dessert, the île flottante is heaven under a cloud of spun caramel.",French,"3 E. 52nd St., New York 10022",112.5,NY,4.5,128,4,44,0,0,112.5,10022
Sushi Yasuda,1.0,"Efficiency trumps hospitality at this sushi temple, where warm honey-toned bamboo slats are by far the warmest feature. Reservations are managed with little coddling, arrivals lack any greeting, tardiness is not accepted, and loitering at the counter is not an option. But to sushi-loving diehards, this is just the cost of admission. Tables packed with suits (this is midtown, after all) should be avoided in favor of the sleek counter attended to by a pristinely attired staff as this is where the magic happens. And, your experience here depends entirely on the itamae enlisted in front of you. Their mission is to ensure that each diner receives fish that has just been cut, formed, and dressed moments before it is eaten. After years of buildup, this kitchen is finally living up to its hype-with a wealth of classically assembled and spectacularly fresh sushi on offer. Every item is handled with such care and is truly memorable: a sparkling combo of sea scallop and oyster is sprinkled with soy sauce, sea salt, and lemon; a duo of uni lets the palate compare specimens from Santa Barbara and Hokkaido; and a trio of King, Alaskan white, and wild New Zealand salmon nigiri makes for a fantastic treat.",Japanese,"204 E. 43rd St., New York 10017",112.5,NY,4.3,335,4,55,1,1,112.5,10017
Aquagrill,0.0,"New York is no stranger to oysters but Aquagrill is an institution that puts the other shuckers to shame. A destination for all-things seafood since the 1990s, the menu features as many as 27 types of oysters each day, with patrons holing up at the bar to ingest dozens upon dozens of these bivalves with pitch-perfect wines to match. As always, the kitchen serves a fine lineup of heartier fish dishes including the downright sensual wild toro tartare with shiitakes, peppercress, and truffle-soy sauce. Pan-seared red snapper over crispy jasmine rice cakes and sautéed vegetables in ginger-peanut sauce is a show of well-balanced textures and bracing flavors; but a handmade chocolate sampler remains the true starlet, with each morsel as decadent as the next.",Seafood,"210 Spring St., New York 10012",37.0,NY,4.3,245,3,91,0,0,37.0,10012
Balthazar,0.0,"As ageless as its beautiful patrons, the brassy and mirrored Balthazar should be called ""quintessentially SoHo"" because it invented the term. One of the benchmark brasseries from serial restaurateur Keith McNally, the attractive space is housed in a former tannery. Those whiffs of leather have been replaced by red awnings, scents of pastries, and an excellent oyster-filled raw bar completing its Parisian transformation. It seems as though every other table is topped with their bestselling steak frites-hardly a value but expertly prepared and served with a heaping side of fries. On the delicate side, sautéed skate is served with sweet raisins and tart capers; while silky beef tartare with shallots, herbs, and Worcestershire spreads just like butta.",French,"80 Spring St., New York 10012",62.0,NY,4.2,898,3,44,0,0,37.0,10012
Giorgione,0.0,"In far west SoHo, beyond Chanel and Balenciaga, find this long-time resident cherished for its quiet location where Spring Street locals enjoy a slower pace-much like Italy itself. Founded by Dean & Deluca's Giorgio Deluca, the stylish and distinctly Italian L-shaped room focuses on straightforward pizza, outstanding pastas, and serious desserts. You can't go wrong with the handful of pastas on the menu, such as the lovingly crafted pouches of spinach and ricotta ravioli in a light tomato sauce. Delicately grilled lamb chops with peperonata and rosemary-roasted new potatoes are simple yet beguiling. Try one (or two) noteworthy desserts, including the flaky crostata filled with rich chocolate ganache and bright green pistacchio di Bronte.",Italian,"307 Spring St., New York 10012",37.0,NY,4.4,36,2,54,0,0,37.0,10012
