name,stars,review,cooking_type,address,usd_avg,State,rev,price
Coco Pazzo,0.0,"Vibrant blue-and-orange awnings help Coco Pazzo make its mark among the area's stellar restaurants, though their reputation for seasonal Tuscan cuisine has been going strong since 1992. Navy velvet curtains that hang in the wide, welcoming, high-ceilinged room may dampen the din, but not the enthusiasm from regulars ready for a delicious mid-day tavolata and bottle from the all-Italian wine list. Business types fill every seat for the piatti unici, a chef-chosen lunch special that changes daily but is always made with expert care. Selections may include Rushing Rivers trout over lentils and spinach paired with speck- and mushroom-studded risotto made with Carnaroli rice. Dinner options like pancetta-wrapped quail with taleggio fondue showcase the kitchen's ambitious side.",Italian,"300 W. Hubbard St., Chicago 60654",37.0,IL,"4.3
72 Google reviews",$$$ · Italian Restaurant
Prosecco,0.0,"No matter the hour, it's always time for bubbly at Prosecco, where a complimentary flute of the namesake Italian sparkler starts each meal. This fizzy wine inspires the restaurant's elegant décor, from creamy pale walls and damask drapes to travertine floors. Sit at the long wooden bar or in one of the well-appointed dining rooms for a second glass chosen from the long list of frizzante and spumante wines. Hearty dishes spanning the many regions of Italy cut through the heady bubbles. Carpaccio selections include the classic air-dried bresaola as well as whisper-thin seared rare duck breast. Saltimbocca di vitello marries tender veal medallions with crispy Prosciutto di Parma and creamy mozzarella, with hints of sage in the tomato-brandy sauce.",Italian,"710 N. Wells St., Chicago 60610",37.0,IL,"4.4
42 Google reviews",$$$ · Italian Restaurant
The Purple Pig,0.0,"This Windy City haunt is so popular that the patio provides valuable real estate all year long by way of screens and heat lamps. If you are able to score a seat inside, where tightly packed tables bolster the accommodations, you'll enjoy a view of the kitchen from the Carrara marble bar. The extensive small plates menu is primed for pairing with the wine list, and unusual cuts of meat-like a panini with pork heart-take precedence. Inspired by a Chicago beef, this ciabatta roll is moistened with jus, stuffed full of pork, and dressed with sweet peppers and spicy-tangy giardiniera. A plethora of charcuterie, fried bites, and spreads like whipped feta with cucumbers guarantees all who sip and sup here leave with a full belly and wine-stained mouth.",Mediterranean,"500 N. Michigan Ave., Chicago 60611",37.0,IL,"4.4
661 Google reviews",$$ · Mediterranean Restaurant
Rosebud Prime,0.0,"A member of Chicago's longstanding Rosebud Restaurants, this Loop darling plays the part of a throwback American steakhouse to the hilt. Crimson-hued, faux-alligator chairs and banquettes punctuate a sprawling wood-paneled dining room, where tuxedoed servers weave expertly among suited bankers. A winding staircase leads to a lofty mezzanine. Classic cuts and chops abound, but Rosebud Prime does all of its dishes with panache. Double-cut bone-in lamb chops sport a plump ribbon of fat encircling their delicate, rich centers. Two strips of grilled skirt steak remain juicy and tender, complemented by a pile of caramelized Bermuda onions; and rich beef and veal ragù makes penne Bolognese a lovely surprise, finished with a dollop of fresh ricotta.",Steakhouse,"1 S. Dearborn St., Chicago 60603",62.0,IL,"4.2
44 Google reviews",$$$ · American Restaurant
Bistrot Zinc,0.0,"If you couldn't tell from the bright red exterior and hand-painted windows, Bistrot Zinc is indeed a classic dressed in mosaic-tiled floors, lemon-tinted walls hung with mirrors, woven rattan chairs, and yes, that curvaceous zinc bar. Suits, locals, and Gold Coast power shoppers populate the tables from lunch through dinner, as white-aproned waiters happily uncork bottles of rouge et blanc. Don't look for modern surprises on the menu; contentment here is attained through uncomplicated but expertly prepared French dishes from frites to frisée. Whole trout, pan-fried until golden and napped with butter sauce, hits all the right notes; while daily standards like croque monsieur or French onion soup are enhanced by more ambitious monthly specials.",French,"1131 N. State St., Chicago 60610",37.0,IL,"4.2
56 Google reviews",$$ · French Restaurant
Mirai,0.0,"Mirai is a bit like Disney World. You know it's not real, but who cares? The Japanese food is westernized and by no means traditional, but unless you're dining out with Mr. Shinzo Abe, rest assured that nobody will cry foul. Bold and appetizing flavors beg to take center stage. It's really all about the fish at this spot-just look around and you'll find most devotees feasting on sashimi, unagi, and maki. If raw fish doesn't float your boat, take a shot at one of the house specialties like kani nigiri, a baked king crab concoction. There is also a surfeit of hot dishes-think chicken togarashi with spicy, sweet, and tangy flavors. Affable and alert service combined with a relaxed atmosphere make this a hit among area residents.",Japanese,"2020 W. Division St., Chicago 60622",37.0,IL,None,None
Smoke Daddy,0.0,"After a renovation doubled the size of this barbecue joint and live music venue, it's become easier to grab a bite of burnt ends and a touch of the blues. The original room still oozes soul and smoke from its brick walls and vinyl floor, while the new space is bright and airy with a retractable glass door leading to an umbrella-shaded patio. No matter which barbecue style you pledge allegiance to-Kansas City, Memphis, or Carolina-you'll find something worth gnawing on, from moist pulled pork and chicken to spare and baby back ribs. Order any sandwich ""Daddy Style"" to get a few slices of brisket slapped on top, or fill up on jalapeño cornbread. Fans of the in-house Bloody Mary mix should grab a bottle to-go, along with smoked pig ears in a true doggy bag.",American,"1804 W. Division St., Chicago 60622",18.5,IL,"4.3
280 Google reviews",$$ · Barbecue Restaurant
Jaipur,0.0,"Business execs expecting the ubiquitous lunch buffet will be sorely disappointed by Jaipur-that is until they realize this popular weekday spot serves an affordable full-service lunch special that brings the buffet to your table in a parade of hammered copper katoris. In the evening, locals fill every sleek, nail-studded chair in the refined dining room as they await plates of boldly flavored Indian cooking. The broad menu features a lengthy selection of fresh and authentically treated favorites, most of which are available as part of the bountiful lunch special. Staples on the vast à la carte menu may include aloo papdi chaat; a rich and creamy chicken korma; spiced carrot soup; and scarlet-red tandoori chicken, served with garlic naan.",Indian,"847 W. Randolph St., Chicago 60607",37.0,IL,"3.8
72 Google reviews",$$ · Asian Restaurant
Chilam Balam,0.0,"Chilam Balam's cozy subterranean space feels like an undiscovered hideaway, but the secret of this lively Mexican hot spot is out. Though waits can be long, the accommodating staff goes the extra mile to mix up margaritas with BYO tequila or walk guests through the rotating roster of shared plates. Familiar favorites and seasonal specials make for a festive mix of adventurous, yet universally pleasing dishes. Flat corn tortillas form a sandwich-style enchilada, stuffed with fork-tender beef brisket and topped with crunchy strands of sweet potato slaw. Salty chorizo and green papaya tlacoyos show that opposites attract, and peanut butter empanadas-primed for dipping in Oaxacan chocolate sauce and dulce de leche-take a childhood favorite to new heights.",Mexican,"3023 N. Broadway, Chicago 60657",37.0,IL,"4.3
70 Google reviews",$$ · Mexican Restaurant
DMK Burger Bar,0.0,"Outside, towering neon ""DMK"" letters shine like a beacon for burger fanatics; inside, craft beers gush from taps and attentive, accommodating servers sling mile-high piles of fries. With blaring music and church pew-lined banquettes, it's a cool and modern hang for families and friends of all ages. Sate salt cravings with a batch of batter-fried okra pods and tangy pickle spears dipped in creamy herbed ranch; then order by number to get the creative grass-fed burger of your choice. The #3 takes on a Reuben with pastrami, sauerkraut, and Gruyère; while #9 is the platonic ideal of a patty melt, with smoked Swiss, caramelized onions, and chewy bacon between caraway-studded slices of rye bread. Save room for #15-the always-interesting daily special.",American,"2954 N. Sheffield Ave., Chicago 60657",18.5,IL,None,None
Frasca,0.0,"The warmth of the wood-burning brick oven and the list of generously priced wines is enough to entice Lakeview's young professionals into the friendly confines of Frasca. Amidst décor inspired by the restaurant's name (""branch"" in Italian), lively groups and intimate dates sample wine flights and split appetizers like charred Brussels sprouts and cauliflower florets tossed with bacon and briny capers. Chewy pizza crusts blistered from the heat of the oven are laden with market-fresh toppings. The salsiccia adds shaved pickled fennel and delicate, wispy fronds to handfuls of crumbled fennel seed sausage and pools of melted Havarti. Grab extra forks for the moist tiramisù with a generous inch-thick layer of cocoa-dusted mascarpone mousse.",Italian,"3358 N. Paulina St., Chicago 60657",37.0,IL,"4.1
111 Google reviews",$$ · Italian Restaurant
