name,stars,review,cooking_type,address,usd_avg,State,rating,price,cuisine
Quince,2,"Situated on a tree-lined street amid upscale galleries and design firms, Quince is elegant but never bogged down by formalities. Make your way through the champagne lounge to find this high-ceilinged, copper-hued room and its well-versed, passionate service team-clearly one of the best in the city. Solo diners may head to the bar, which is a warm gathering perch that also pours a lineup of standout drinks. Each fixed menu option promises fine-tuned, elevated, and inspired cooking that aims beyond Italy. Pastas are a wow-inducing highlight here. Each handcrafted tortellini is a picture of perfect symmetry, stuffed with delicate pork, coated with cheese fonduta, and topped with slivers of white Alba truffles. Unique meat courses culminate in the distinctive Cinta Senese (heritage pork from Siena) prepared two ways. The first is faggotini bundling pork and wild nettles; the second is a chestnut flower crispello stuffed with a confit of belly and braised shoulder mixed with Swiss chard. Desserts yield a very grand finale with dramatic presentations of Valrhona ""Perigord"" truffles filled with chocolate, citrus, and finished with a chestnut tuille and Satsuma orange.",Italian,"470 Pacific Ave., San Francisco 94133",112.5,CA,4.6,$$$$,Fine
Sociale,0,"Italian in name but Californian in spirit, Sociale is a go-to for comfort fare that blends the best of both worlds. Creamy burrata is served over pumpkin pur̩e and garnished with pepitas and pecans, while braised pork belly with a wine sauce melts in the mouth. Dessert is a must; you'll be hard-pressed to find a table that can resist ordering the signature chocolate oblivion cake, a sinfully rich ganache accented with olive oil, sea salt, and amaretti cookie crumble. Located at the end of an alley with a quiet heated patio, the vibe here is bistro-chic, with a hint of European flair accented by the warm, accommodating staff and the Italian and French chanteuses on the playlist. It's the kind of neighborhood gem that everyone wishes they had on their block.",Italian,"3665 Sacramento St., San Francisco 94118",37,CA,,,
Delfina,0,"One of the city's greats for rustic Italian meals, Delfina is nestled on a block of gems for food lovers including Bi-Rite (and its creamery), Tartine Bakery, and sister spot Pizzeria Delfina. But even with this rarefied competition, Delfina books up well in advance and draws lines for its few walk-in seats. The simple, yet lively dining room is attended to by a warm staff, and the bill of fare shifts with the seasons. Soul-satisfying dishes include house-made fazzoletti with garlicky basil pesto, tender potatoes, and crisp green beans, as well as a perfectly roasted half-chicken in a richly caramelized jus. For dessert, one spoonful of the creamy, delicate fig-leaf panna cotta, accented by macerated pluots, will have you floating home on a cloud.",Italian,"3621 18th St., San Francisco 94110",37,CA,4.3,$$,Italian
Pancho Villa Taqueria,0,"Around the corner from the 16th and Mission BART stop, this long-running taqueria earns high marks from locals. Upon entering, take a moment to step back and examine the menu board; the vested attendants working the flat-tops and grills will be quizzing you on the beans, condiments, and choice of ten meats you desire. That line moves quickly, so be ready. After loading up your burrito, perhaps filled with thinly sliced steak and butterflied prawns, select an agua fresca from the glass barrels, and hit the salsa bar. It features award-winning varieties in every range of heat and sweet to complement their thin, ultra-crispy tortilla chips. Ambience is nil and tables can be hard to snag, but the reward is a fresh and flavorful taste of the Mission.",Mexican,"3071 16th St., San Francisco 94103",18.5,CA,4.2,$,Mexican
Range,0,"Owner Phil West has returned to cooking at this Mission standby, whose menu has veered away from contemporary flourishes and back into straightforward American comfort. The results are sturdy and satisfying: tender roast chicken practically melts into a lovely asparagus, walnut, and kumquat bread salad, while a luscious chocolate peanut butter mousse cake gets an added boost from rich salted caramel ice cream. The drinks at Range continue to be as notable as the eats, and diners who skip cocktail hour are missing out on smart concoctions like the rum-based Wolf Moon, which boasts spicy, nutty notes from chili liqueur and sherry. Loyal regulars continue to fill the small, contemporary dining room, whose low, wood-beamed ceilings make every meal cozy.",Contemporary,"842 Valencia St., San Francisco 94110",37,CA,4.4,$$$,American
Bar Tartine,0,"A little bit Eastern European, a little bit Californian, and a whole lot of delicious, this is a favorite among local gourmets. Now chef-owned and with an impending name change, the intensely satisfying menu continues to sate with everything from falafel-like sprouted lentil fritters with kefir and beet sauce, to roasted carrots with sumac yogurt and sunflower tahini. Wood-smoked, flash-fried potatoes, served with earthy black garlic a��oli and an herb salad, are unmissable. The hearty, homey vibe extends to the rustic dining room, with well-worn floors and simple wood furnishings, as well as the gracious staff, who makes diners feel right at home. Be sure to sample the tasting menu, which shows promise of great things to come, along with a house-made soda, tea, or creative cocktail.",Eastern European,"561 Valencia St., San Francisco 94110",37,CA,4.2,$$$,European
La Folie,0,"Few grandes dames of high-end French cuisine remain in the city, but this long-running spot from Chef/owner Roland Passot has held strong. With two formal dining rooms featuring starched tablecloths, polished servers, and a tall art deco wine case, it's a favorite among occasion-celebrating couples and the luxury-loving tourist crowd. Diners can build their own three-to-five course prix-fixe, with old-school dishes like perfectly seared lamb rack with fava beans and green garlic, or delicate Dungeness crab bisque with English peas. Sumptuous supplements, from foie gras to lobster, are also offered, as is a chef's-choice tasting menu. For dessert, a clever baked Alaska blends bay leaf and rhubarb ice creams with vanilla chiffon.",French,"2316 Polk St., San Francisco 94109",112.5,CA,4.3,$$$$,Bar
Oriental Pearl,0,"Escape the cacophony of Chinatown at this calm upstairs retreat, where red ribbons hang in the light-filled windows and an attentive staff offers some of the neighborhood's best service. Though the crowd is decidedly non-Chinese with more than a few tourists mixed in, the food isn't overly Americanized and covers a range of regional specialties. Commence your culinary tour of China with an order of barbecue spareribs, lacquered on the outside and exceptionally tender on the inside, or a piece or two of dim sum. Then dive into the Chiuchow-style marinated duck, a plateful of sweet-and-salty meat beneath crisp, golden-brown skin. The Singapore-style rice noodles mixed with shrimp, pork, scallion, and yellow curry paste, are equally divine.",Chinese,"760 Clay St., San Francisco 94108",18.5,CA,,,
Albona,0,"This brightly painted mid-century bungalow is nestled on a street with high-rises. Inside, find a petite, cozy, and brasserie-like dining room outfitted with velvet curtains and effusive waiters donning traditional waistcoats. Photographs on the walls depict the Istrian village from which the restaurant takes both its name and cuisine inspiration: the focus here is on the peninsula's cooking, where classic Roman and Venetian styles meet Croatian influences. The menu reveals delicious but somewhat unfamiliar dishes like pork involtini stuffed with sauerkraut and enhanced by preserved-fruit sauce; or cured sardines with raisins and pine nuts. While presentations aren't overly refined, it's the ultimate in comfort fare-deeply satisfying and very flavorful.",Italian,"545 Francisco St., San Francisco 94133",37,CA,,,
Gary Danko,1,"It is clear what all the fuss is about, right from the moment one enters this polished wood veneer sanctum of Chef Danko's revered dining room. Dressed-up occupants in the mood to celebrate are bathed in flattering light and surrounded by a rainforest's worth of orchids. Service is without reproach and displays an uncommon loyalty; diners here experience a level of hospitality usually reserved for luxury hotels. Customizable tastings allow guests to mix and match their own three- to five-course meals from a menu of classic cooking layered with global inspiration. Pan-seared quail salad features a crispy rosemary-scented potato cake, saut̩ed maitake mushrooms, and wild greens-an eye-catching composition united by a warm pomegranate-sweetened dressing. Intensely crisp soft-shell crabs are even easier to love when nestled in a bed of white polenta scattered with black sesame seeds, enhanced with pickled ginger and zesty lime to cut the richness. Banana tart with rum pastry cream, caramel sauce, and coconut sorbet is a fine choice for dessert, made even sweeter when paired with an after-dinner selection from the outstanding wine list boasting over 2,000 bottles from around the globe.",Contemporary,"800 North Point St., San Francisco 94109",112.5,CA,4.5,$$$$,French
